No.,Time,Source,Destination,Protocol,Length,Info,Label
220897,20390.8564,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
220903,20391.24625,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
220907,20391.24645,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
220912,20391.24662,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
220961,20396.25654,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
220962,20396.25673,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
221009,20401.13131,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
221014,20401.13165,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
221061,20406.15666,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
221062,20406.15686,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
221111,20411.15671,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
221115,20411.54462,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
221118,20411.54478,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
221124,20411.54502,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
221173,20416.55687,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
221174,20416.55709,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
221221,20421.38842,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
221226,20421.38876,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
221276,20426.40692,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
221277,20426.40712,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
221327,20431.40708,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
221330,20431.43753,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
221332,20431.43773,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
221339,20431.43802,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
221389,20436.45711,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
221390,20436.45731,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
221439,20441.45726,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
221446,20442.10867,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
221448,20442.10882,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
221455,20442.10901,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
221502,20447.10752,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
221503,20447.10773,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
221547,20451.68454,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
221552,20451.68488,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
221604,20456.70766,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
221605,20456.70785,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
221654,20461.7077,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
221658,20462.03282,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
221663,20462.03317,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
221667,20462.03334,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
221712,20467.05757,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
221713,20467.05777,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
221760,20471.78619,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
221765,20471.78653,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
221814,20476.80783,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
221815,20476.80803,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
221864,20481.80788,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
221866,20481.92479,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
221871,20481.92513,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
221875,20481.92534,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
221922,20486.95791,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
221923,20486.95811,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
221972,20491.95801,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
221978,20492.51073,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
221980,20492.51084,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
221987,20492.51111,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
222036,20497.55811,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
222037,20497.5583,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
222084,20502.2989,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
222089,20502.2992,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
222137,20507.30841,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
222138,20507.30859,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
222192,20512.30849,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
222196,20512.44596,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
222198,20512.44608,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
222205,20512.4463,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
222255,20517.45844,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
222256,20517.45871,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
222303,20522.45848,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
222307,20522.64295,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
222310,20522.6431,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
222316,20522.64335,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
222370,20527.65856,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
222371,20527.65875,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
222448,20532.65861,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
222453,20532.76456,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
222457,20532.76475,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
222462,20532.76491,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
222509,20537.80874,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
222510,20537.80888,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
222557,20542.80879,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
222563,20543.50342,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
222568,20543.50363,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
222572,20543.50379,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
222599,20545.94357,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
222604,20545.94387,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
222651,20550.959,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
222652,20550.95915,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
222676,20553.14405,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
222681,20553.14436,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
222728,20558.15905,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
222729,20558.15924,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
222779,20563.15907,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
222782,20563.23668,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
222787,20563.23687,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
222791,20563.23704,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
222838,20568.25929,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
222839,20568.2595,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
222890,20573.25933,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
222892,20573.35627,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
222897,20573.35648,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
222901,20573.35664,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
222948,20578.35944,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
222949,20578.35964,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
222998,20583.35945,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
222999,20583.36665,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
223004,20583.367,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
223008,20583.36723,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
223057,20588.40958,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
223058,20588.40977,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
223114,20593.40956,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
223118,20593.59644,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
223123,20593.59662,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
223127,20593.59677,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
223176,20598.60972,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
223177,20598.60991,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
223227,20603.5976,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
223232,20603.59785,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
223279,20608.60985,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
223280,20608.61003,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
223329,20613.6099,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
223336,20614.03056,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
223339,20614.03076,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
223345,20614.03099,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
223393,20619.06003,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
223394,20619.06022,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
223440,20623.53068,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
223445,20623.531,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
223492,20628.56019,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
223493,20628.56037,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
223542,20633.56024,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
223546,20633.71006,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
223548,20633.71024,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
223555,20633.71065,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
223602,20638.71052,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
223603,20638.71071,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
223654,20643.71056,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
223659,20643.95589,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
223661,20643.9561,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
223668,20643.95627,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
223711,20648.96045,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
223712,20648.96066,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
223764,20653.94246,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
223769,20653.94271,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
223816,20658.96074,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
223817,20658.96093,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
223866,20663.96071,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
223867,20663.97384,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
223871,20663.97402,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
223876,20663.97418,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
223926,20669.01075,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
223927,20669.01089,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
223977,20673.96478,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
223982,20673.96513,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
224032,20679.01097,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
224033,20679.01119,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
224083,20684.01109,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
224087,20684.26838,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
224092,20684.26866,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
224096,20684.26884,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
224143,20689.31133,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
224144,20689.31153,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
224195,20694.31141,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
224201,20694.9019,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
224203,20694.90203,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
224210,20694.90228,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
224257,20699.91144,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
224258,20699.91159,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
224303,20704.53968,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
224308,20704.53994,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
224357,20709.56153,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
224358,20709.56169,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
224407,20714.56156,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
224409,20714.6329,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
224413,20714.63311,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
224418,20714.6333,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
224465,20719.66164,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
224466,20719.66183,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
224515,20724.66169,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
224517,20724.7127,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
224522,20724.71308,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
224526,20724.71327,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
224575,20729.712,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
224576,20729.71218,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
224639,20734.71202,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
224644,20734.9666,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
224649,20734.96697,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
224653,20734.96714,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
224700,20740.01199,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
224701,20740.01214,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
224746,20744.74765,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
224751,20744.74801,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
224800,20749.76211,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
224801,20749.76231,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
224853,20754.76218,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
224863,20755.56427,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
224865,20755.5644,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
224872,20755.56462,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
224923,20760.61228,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
224924,20760.6125,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
224968,20765.03023,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
224973,20765.03057,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
225020,20770.06242,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
225021,20770.06261,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
225080,20775.06242,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
225086,20775.64687,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
225089,20775.64705,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
225095,20775.6473,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
225158,20780.66264,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
225159,20780.66284,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
225210,20785.61441,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
225215,20785.61468,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
225262,20790.6628,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
225263,20790.663,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
225308,20795.37501,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
225313,20795.37526,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
225360,20800.41295,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
225361,20800.41315,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
225410,20805.41293,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
225414,20805.59472,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
225419,20805.59492,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
225423,20805.5951,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
225472,20810.61303,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
225473,20810.61318,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
225522,20815.61313,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
225529,20816.30553,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
225534,20816.30573,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
225538,20816.30589,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
225587,20821.31343,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
225588,20821.31362,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
225634,20825.89523,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
225639,20825.89547,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
225686,20830.91362,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
225687,20830.91382,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
225737,20835.71268,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
225742,20835.71293,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
225791,20840.71378,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
225792,20840.71395,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
225841,20845.71387,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
225848,20846.38416,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
225850,20846.38433,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
225857,20846.38454,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
225879,20848.52173,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
225884,20848.52203,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
225931,20853.56379,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
225932,20853.56398,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
225961,20856.60673,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
225966,20856.60711,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
226015,20861.61391,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
226016,20861.61411,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
226063,20866.13611,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
226068,20866.1365,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
226116,20871.16409,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
226117,20871.16428,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
226165,20876.16409,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
226171,20876.81213,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
226173,20876.81225,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
226180,20876.8125,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
226227,20881.8143,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
226228,20881.81449,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
226275,20886.66072,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
226280,20886.66097,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
226327,20891.66434,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
226328,20891.66453,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
226377,20896.61972,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
226382,20896.61998,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
226431,20901.66448,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
226432,20901.66463,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
226481,20906.42299,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
